App Name,App Id,App Type,Permissions,Users,Type,Link,Total Users,Rating,Users Rated,Overview,Description,Developer,Mark Trusted?
Text Editor,591525900269-94ok9krafau8qa24666btvccmsfnq5fp.apps.googleusercontent.com,Web Application,Drive,2,,https://gsuite.google.com/u/2/marketplace/app/app/591525900269,"6,200",3,1441,Edit text files in Google Drive,"Text Editor is a free app that allows you to create, open, and edit text files on your computer and Google Drive.

All standard text editor features are supported, including syntax highlighting, font size, word wrap, tabs and spaces, printing, undo/redo, keyboard shortcuts, and more.

Standard image editor features are supported including crop, rotate, resize, conversion, and color filters.

How to use Text & Photo Editor
First, select a text file or photo from your computer, Google Drive, or GMail attachment.
The file will be displayed in your browser where you can then make any changes or edits.
After edits are made, press the ""Save to Drive"" button to save the edited file back to Google Drive.
Download a copy of the file to your computer or device using the ""Download"" button.

About Text & Photo Editor
This app will open a text file or photo of your choice, letting you make changes and save back them to Google Drive or your computer.
Text & Photo Editor can open all text files types including TXT, CSV, HTML, XML, and CSS as well as code files such as C++, Java, Python, and JSON.
Text & Photo Editor can open all image formats including JPEG, PNG, GIF, and TIF.
Keyboard shortcuts are supported; press the ""Keyboard"" icon in the toolbar to display a list of all keyboard shortcuts.",Text Editor for Google Drive,Yes
Greenhouse,594601915089-89kab5mheoec6sodc66fjeho69ich9ia.apps.googleusercontent.com,Web Application,Others,4,Meta,,,,,,,,No
Greenhouse,594601915089-8g1c4uonl5d52ndmktp84mcrg3255ajp.apps.googleusercontent.com,iOS,Others,4,Meta,,,,,,,,No
Greenhouse,594601915089-rrls6ibr90n1ehrtvkfcoldipllj1r5d.apps.googleusercontent.com,Web Application,"Calendar, Admin",20,,,,,,,,,Yes
Atlassian,596149463257-9oquqfivs9on8t8erq23c8qso6vk3cp1.apps.googleusercontent.com,Web Application,Others,35,Meta,,,,,,,,No
Redfin Real Estate,597760556696.apps.googleusercontent.com,Web Application,Others,6,Meta,,,,,,,,No
Vimeo,599168806697-1vailf0v6ai0j09va1hga0krnd0n3tlq.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
ChowNow Direct Web,599395368702-bhl57lgr8t0qqso4l95idl53miipt7q7.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Todoist,600979030768-7o35cjq1gv138e22oj0j39u0bp0mn3hj.apps.googleusercontent.com,Web Application,Others,5,Meta,,,,,,,,No
Investing.com App,606447380154-9825jtap5as2sm0f868m536j6v8ptgo7.apps.googleusercontent.com,Web Application,Others,4,Meta,,,,,,,,No
Kamernet,608538625387-jj841pippu8b3gf97o8l99or2bdho8au.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
DowJones,61387583289.apps.googleusercontent.com,Web Application,Others,2,Meta,,,,,,,,No
PDF Viewer,619241882594-1n9npcsqr6rklv5vnnivh9ne7cv7qh01.apps.googleusercontent.com,Web Application,Drive,2,,https://gsuite.google.com/u/2/marketplace/app/app/619241882594,"2,269",2,580,"PDF Viewer, Reader allows you to view PDF, DOC, XLS, PPT files directly in your browser without uploading the file to any servers.","PDF Viewer, Reader is a free tool that allows you to view PDF, DOC, XLS, PPT files directly in your web browser.
You don't need to install any further software to view files.
PDF Viewer reads files without uploading the file to any servers. It does not save or share the file you select.
It only works locally without going through the server.

Supports convert DOC, DOCX, XLS, XLSX, PPT, PPTX file to PDF format using Google Drive & Apps Script.
View, Print, and You can be downloaded as PDF.

You can choose a PDF file to view from your computer or from Google Drive.
Based on HTML5 technology and Mozilla PDF Reader library.

*Supported Formats (Google Drive's files, Convert to PDF without uploading to any servers, Google Apps Script):
Documents (pdf, jpg, jpeg, png, gif, doc, docx, rtf, html, htm, txt, text, odt)
Presentation (ppt, pptx, odp)
Spreadsheet (xls, xlsx, ods, csv, tsv)
The converted temporary files are automatically deleted randomly after a day in your trash folder.

*Supported Formats (Local Computer, Dropbox, OneDrive, Box): PDF",pdfviewer.softgateon.net,Yes
Airbnb,622686756548-j87bjniqthcq1e4hbf1msh3fikqn892p.apps.googleusercontent.com,Web Application,Others,6,Meta,,,,,,,,No
Rack Design,625453255494-0vj9qqh1239f59e8ltir844ke8k0lp3t.apps.googleusercontent.com,Web Application,"Drive, Apps Script Runtime",1,Apps Script,,,,,,,,Yes
PnL,625591649461-268l36emku9tpormolnoovecgr2nbt9e.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
Postman,631492687692-ku7pug4olrljvifv0vs66uks9pmeo8ps.apps.googleusercontent.com,Web Application,Others,5,Meta,,,,,,,,No
Lattice,63617938519-i2rj5iracgadq9l5tvj9vnu7cr44jkss.apps.googleusercontent.com,Web Application,Others,37,Meta,,,,,,,,No
Google Earth,639005513830.apps.googleusercontent.com,Web Application,Others,6,Meta,,,,,,,,No
Catawiki,642736432738-n5i0e4l9svftjaii4riibq2s1m8gsc5k.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
checkbox test,642925644295-0vvgo37sdg2ns5if1hnuf97nc2a1m2qe.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
Netdata Cloud,644375105584-al7qjeblthc64l1drivpp0ki7jpreiq9.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Provider for Google Calendar,647770275422-1t765fugnn0i7sekv0ce6vitaq19qeck.apps.googleusercontent.com,Web Application,Calendar,1,,,,,,,,,Yes
Provider for Google Calendar,647770275422-f30mivm6f2nli7qu4mpt20a3lc83t1vv.apps.googleusercontent.com,Web Application,Calendar,1,,,,,,,,,Yes
SligeGeeks PPT,648884532819-bsrhecjrigfkh1o7giaojv91en8g6mes.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Google Nest Hub,651814152010-i8gtejcoos9uknr1bifuhfi6h4f6hnhi.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
CodinGame,657009003548.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Adobe Spark,659897251118-ee2goq8mbgnc25dqgotto40rd79745hc.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
deleteoldmail,667547752213-7nmqqjvia5go9gajnmhv3hcqmtacagal.apps.googleusercontent.com,Web Application,Gmail,1,,,,,,,,,Yes
draw.io,671128082532-jhphbq6d0e1gnsus9mn7vf8a6fjn10mp.apps.googleusercontent.com,Web Application,Drive,53,,https://gsuite.google.com/u/2/marketplace/app/app/671128082532,"10,000,000+",4,83,diagrams.net is the most tightly Google Drive integrated diagramming application available.,"draw.io is completely free online diagram editor built around Google Drive(TM), that enables you to create flowcharts, UML, entity relation, network diagrams, mockups and more.

Your data is stored only in Google Drive, so no additional third-party to trust with your data.

draw.io can import from .vsdx, Gliffy(TM) and Lucidchart(TM) files.",draw.io,Yes
draw.io,671128082532.apps.googleusercontent.com,Web Application,Drive,14,,,,,,,,,Yes
whereby.com,673592855141-rkus14iedkbnnfo82dldntmq6gmhb0dh.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Confluence,677591547886-76tq88afkrac6omu7bfo40fal3c54utr.apps.googleusercontent.com,Android,Others,3,Meta,,,,,,,,No
Confluence,677591547886-o9hjnr3fm3hff5qivfr84fuqk1vhs70m.apps.googleusercontent.com,iOS,Others,1,Meta,,,,,,,,No
Fairygodboss,683298296265-8dfcatd4ag89esso1jep5hm5mae4m2k2.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
sand_box,685582377124-mt11ccmmmbtndhahl78t1al6895ojiku.apps.googleusercontent.com,Web Application,"Gmail, Drive",1,,,,,,,,,Yes
Pinterest,694505692171-31closf3bcmlt59aeulg2j81ej68j6hk.apps.googleusercontent.com,Web Application,Others,10,Meta,,,,,,,,No
Udemy,700206021005-bfren0qj1or8pp5spnn521hos9lm9ll9.apps.googleusercontent.com,Web Application,Others,7,Meta,,,,,,,,No
Udemy,700206021005-bti21sr5qv2rp32hv5mf3htjn7lv4e1b.apps.googleusercontent.com,Android,Others,2,Meta,,,,,,,,No
Lucidpress,701689253383.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Honey,705229005811-2fdpup66d8aefq4qs2ru1n8qiosuq4fb.apps.googleusercontent.com,Web Application,Others,2,Meta,,,,,,,,No
Recorded Macros (North Moore OCR 2019 Quantitative Trader),705537124549-vcicc1o50rmcnstct6nqksibojrqbmkn.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
LumApps,707106531947-5b60tirb7tb1pabet4r3onmhaaij0jdo.apps.googleusercontent.com,Web Application,Others,2,Meta,https://gsuite.google.com/u/2/marketplace/app/app/707106531947,"3,999,160",4,53,LumApps - The Intranet recommended for Google’s G Suite,"LumApps (formerly LumSites) is a social, mobile and smart intranet to connect and engage all employees. 
- LumApps leverages all your internal communications in a central hub: corporate news, business applications including G Suite and social collaboration,
- LumApps tears down silos with social features and well-organized workspaces,
- LumApps enforces your corporate culture in a personalized portal and assists people by providing profiled information at the right time.

Based on strong customer reviews all over the world with Fortune 500 and Forbes 2000 companies, LumApps is the enterprise portal mixing intranet and social network, fully integrated and complementary to Google’s G Suite.

Core features:
- Design and style customization (the portal fits the visual identity of the company)
- Structured information (the portal is organized at a corporate level) and profiled content
- 360° internal communications (top-down, bottom-up, transversal, targeted, one to one...)
- Collaboration suite (Gmail, Drive, Calendar) and IS integration (dashboards of business apps)
- A SaaS solution based on Google Cloud Platform",www.lumapps.com,No
Lucidchart,7081045131-2b3qqfftbthvs1p2tgt5t12spiahvo02.apps.googleusercontent.com,Web Application,"Drive, Apps Script Runtime",1,Apps Script,https://gsuite.google.com/u/2/marketplace/app/app/7081045131,"10,000,000+",3,11786,"Lucidchart provides collaborative online diagramming to make it easy to draw flowcharts, org charts, wireframes, UML, mind maps and more. Work together in real time with your team and clients!","Lucidchart is the #1 visual productivity platform for teams. Collaborate in real time to create flowcharts, ERDs, BPMN diagrams, wireframes, mockups, network diagrams, org charts, and more. Try industry-leading features such as data linking, diagram automation, and links and layers for interactive diagrams. Start your free trial today!

Lucidchart offers enterprise-grade security through AWS, SSO, and SAML integrations and domain lockdown to ensure your data remains safe and secure. Over 13 million users—including Google, DocuSign, Delta, Visa, Toyota, and Procter & Gamble—choose Lucidchart to quickly create professional, interactive diagrams documenting any process or idea. Connect Lucidchart to Google Drive, Docs, Sheets, Slides, and other industry-leading applications.

Still using Visio? Lucidchart’s Visio import and export options make the transition painless. Not only is Lucidchart easier to use—it’s more affordable. You can also import your files from draw.io, Gliffy, and Omnigraffle. 

Global compatibility:
- Integrates with G Suite, Google Drive, Microsoft Office, Salesforce, Slack, Confluence, Jira, Jive, and more
- Imports AWS architecture for network diagram generation
- Imports Visio, OmniGraffle, Gliffy, and draw.io files
- Runs in all major browsers

Shape libraries for every scenario:
- Flowcharts and process maps
- Mind maps and Venn diagrams
- Mockups and wireframes
- UML, ER, and network diagrams
- Org charts and BPMN diagrams
Perfect for teams:
- Real-time collaboration
- In-editor group chat and commenting with @mentions
- Powerful version control and revision history

Enterprise-ready:
- SSO and SAML authentication
- Automated account provisioning
- Account consolidation and secure domain lockdown
- Dedicated account support group

Easy to share and publish:
- Export to PDF, PNG, JPG, and Microsoft Visio
- Embed diagrams in blogs, wikis, or websites
- Publish to a unique URL
- Post directly to social media
- Create a presentation ",Lucid Software,Yes
Lucidchart,7081045131-da65f0du30iokn147fte32ev1f7k4ncb.apps.googleusercontent.com,Web Application,"Drive, Apps Script Runtime",1,Apps Script,https://gsuite.google.com/u/2/marketplace/app/app/7081045131,"10,000,000+",3,11786,"Lucidchart provides collaborative online diagramming to make it easy to draw flowcharts, org charts, wireframes, UML, mind maps and more. Work together in real time with your team and clients!","Lucidchart is the #1 visual productivity platform for teams. Collaborate in real time to create flowcharts, ERDs, BPMN diagrams, wireframes, mockups, network diagrams, org charts, and more. Try industry-leading features such as data linking, diagram automation, and links and layers for interactive diagrams. Start your free trial today!

Lucidchart offers enterprise-grade security through AWS, SSO, and SAML integrations and domain lockdown to ensure your data remains safe and secure. Over 13 million users—including Google, DocuSign, Delta, Visa, Toyota, and Procter & Gamble—choose Lucidchart to quickly create professional, interactive diagrams documenting any process or idea. Connect Lucidchart to Google Drive, Docs, Sheets, Slides, and other industry-leading applications.

Still using Visio? Lucidchart’s Visio import and export options make the transition painless. Not only is Lucidchart easier to use—it’s more affordable. You can also import your files from draw.io, Gliffy, and Omnigraffle. 

Global compatibility:
- Integrates with G Suite, Google Drive, Microsoft Office, Salesforce, Slack, Confluence, Jira, Jive, and more
- Imports AWS architecture for network diagram generation
- Imports Visio, OmniGraffle, Gliffy, and draw.io files
- Runs in all major browsers

Shape libraries for every scenario:
- Flowcharts and process maps
- Mind maps and Venn diagrams
- Mockups and wireframes
- UML, ER, and network diagrams
- Org charts and BPMN diagrams
Perfect for teams:
- Real-time collaboration
- In-editor group chat and commenting with @mentions
- Powerful version control and revision history

Enterprise-ready:
- SSO and SAML authentication
- Automated account provisioning
- Account consolidation and secure domain lockdown
- Dedicated account support group

Easy to share and publish:
- Export to PDF, PNG, JPG, and Microsoft Visio
- Embed diagrams in blogs, wikis, or websites
- Publish to a unique URL
- Post directly to social media
- Create a presentation ",Lucid Software,Yes
Lucidchart,7081045131.apps.googleusercontent.com,Web Application,Drive,17,,,,,,,,,Yes
Sandbox_test,708921750732-h1oftmhbc2cpgeu60ib416e18juplgg3.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
ChowNow Online Ordering,712158363893-nvrb82td9utupq0lv5ineo2ma2gjad8o.apps.googleusercontent.com,Web Application,Others,3,Meta,,,,,,,,No
Premier League User Portal,713263538084-mq4c5k91ums3t46v22ik382rc5qd7pmp.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
ProtectedSheet,715423965235-as7kitp4jf3ih2efft5v4gifqa0ca3b1.apps.googleusercontent.com,Web Application,"Drive, Apps Script Runtime",1,Apps Script,,,,,,,,Yes
Stack Exchange,717762328687-iludtf96g1hinl76e4lc1b9a82g457nn.apps.googleusercontent.com,Web Application,Others,5,Meta,,,,,,,,No
GQueues,719341039557.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
"KML, KMZ Viewer with Drive",72003345431-7i36ggeldeacukqu7gkeiacb9f14kq3a.apps.googleusercontent.com,Web Application,Drive,1,,https://gsuite.google.com/u/2/marketplace/app/app/72003345431,101,3,324,"A tool that views the KML, KMZ (Zipped KML format) file on a map. You can open KML, KMZ files from URL or from Google Drive.","KML, KMZ Viewer is a tool that views the .kml, .kmz (Zipped KML format) file in your browser.

Free online tool to view KML, KMZ files from the web on a Google map. You can open KML, KMZ files from URL, Google Drive or from your computer.

Provides connect with Google Drive. You can directly open a KML file from Google Drive.

*What is a KML?
Keyhole Markup Language (KML) is an XML notation for expressing geographic annotation and visualization within Internet-based, two-dimensional maps and three-dimensional Earth browsers. KML was developed for use with Google Earth, which was originally named Keyhole Earth Viewer.
KML became an international standard of the Open Geospatial Consortium in 2008.",kmlviewer.nsspot.net,Yes
app script for update of repo data-main sheet,720581673875-i3clf34n6033tj8bc0i7pe6emkf6s0af.apps.googleusercontent.com,Web Application,"Drive, Cloud Platform",1,,,,,,,,,Yes
Kahoot!,72103009834-ccrvro0kt03tpd7vrsi0c7e3gqjmsl4a.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Recorded Macros (20180714 kwilson tower ALL contacts export_backup_google.csv),72202272666-fo1vacg0pgu3df5218t3m17nnqfms01n.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
Canon Edge,723670711443-qq53ha339dpi4f6tgqibpjg6if27pt8j.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
PnL,726101624555-24if4gcl6vrgpgn04jb5il9hhflku0gu.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
SendEmail,727286738526-thq974l0j98nc0lubtug2h2luqtut5p2.apps.googleusercontent.com,Web Application,Gmail,1,,,,,,,,,Yes
Hearst Digital Newspapers,748544550338-f1t9ffkqtulianv9bc16mc6t0be2bqb4.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
OneCompiler,748546363-11lp66se7cl6samfubad3dlsjnau8t11.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Zendesk,749019779237-4696326jponq05n0k8fiaupk1iac0vpd.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Checker Plus for Calendar™,74919836968-1vv8gkse5mjv8ppr8qnjdms2hd6ot4sv.apps.googleusercontent.com,Web Application,Calendar,8,,,,,,,,,Yes
Checker Plus for Calendar™,74919836968-ube40emj4vdiujk6q2h12l0n5sgblkvu.apps.googleusercontent.com,Web Application,Calendar,5,,,,,,,,,Yes
Logistics Management Form,751119854364-v31ceik98crl3d28beeafkq7ogpjhoo2.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
Value Research Online,758275973528-vcejq4pg1g2faifd8itauph6i29kmodu.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Cloud Drive to Mail,761231460933-nu2omqjucheu41l9lofac462ur819lnt.apps.googleusercontent.com,Web Application,Drive,1,,https://gsuite.google.com/u/2/marketplace/app/app/761231460933,795,3,161,"This is a tool that allows you to send a mail with your Google Drive files using Gmail account. It's safe, fast and reliable.","This is a tool that allows you to send a mail with Google Drive files using your Gmail account.
This app use a Google Apps Script hosting on Google clouds. It's fast and reliable. 
You can send messages up to about 22~25 megabytes in size. It's attachment files, not share links.
Provides connect with Google Drive. You can directly send a mail with your multiple drive files.",drivetomail.kwebpia.net,Yes
Tableau Desktop,763254890493-615q6fdqt5vm8g90g21e10um3bhqc04s.apps.googleusercontent.com,Web Application,Drive,9,,,,,,,,,Yes
PayPal OneTouch,76862753678-9l8i0gh7kv9mi12drrka4pj54ee2rj9v.apps.googleusercontent.com,Web Application,Others,6,Meta,,,,,,,,No
Pipedream,769070457056-00o7mttlmhr0ag5mhavo92n9o3adnk6k.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
RetailMeNot,771936173007-u6au73kae344unr8d6fjjtendldufja4.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
SchoolWiser,77382003713-hkk0q8qhsolih7ltnmtq4a7s3erl0dda.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
The Guardian,774465807556.apps.googleusercontent.com,Web Application,Others,2,Meta,,,,,,,,No
Canva,779010036194-lf6spugv22vvj41pqjdj4d8k2tq7o5fd.apps.googleusercontent.com,Web Application,Others,3,Meta,,,,,,,,No
Myntra,787245060481-4padi0c9g2l1pnbie52fmpfdpo43209i.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Calendly,797340822162.apps.googleusercontent.com,Web Application,Calendar,1,,,,,,,,,Yes
InfoQ,805159196168.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Postman,805864674475-3abs2rivkn7kreou30b8ru8esnti4oih.apps.googleusercontent.com,Web Application,Others,15,Meta,,,,,,,,No
Event Location Shader,806194956819-39m4vgpc3elt67a06ba9mbofooedoso3.apps.googleusercontent.com,Web Application,"Calendar, Apps Script Runtime",2,Apps Script,,,,,,,,Yes
Talos,815340817346-7955sshqfb1oojup2td26f2jl1j0arvn.apps.googleusercontent.com,Web Application,Others,20,Meta,,,,,,,,No
Talos,815340817346-essic1bhluda7arrn2oldj8jmkt1mt5u.apps.googleusercontent.com,Web Application,Drive,2,,,,,,,,,Yes
Deliveroo,819538658905-ga2g9q9huoc538ghdl5lfs2449dqvv8j.apps.googleusercontent.com,iOS,Others,7,Meta,,,,,,,,No
Deliveroo,819538658905-q9gjn9koebe7m461qddd757rjbnc56bb.apps.googleusercontent.com,Android,Others,10,Meta,,,,,,,,No
MoM Venue Market Share,820575909717-r9fcg29ei57skfdavthlvgfhudig5bl3.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
Recorded Macros (Credit Card__2019_14th Aug),821460893229-07sqb4ikblk2rdqlf3r3fuqr4t1fck9l.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
ZIP Extractor,824911851129-6d64j0e08s86ih74l0lu386tqqfv71t9.apps.googleusercontent.com,Web Application,Drive,14,,https://gsuite.google.com/u/2/marketplace/app/app/824911851129,"69,993",4,15559,"ZIP Extractor is a free app for opening ZIP, RAR, and 7z files on your computer and Google Drive. * ZIP Extractor supports opening password-protected files. * ZIP extractor can open ZIP, RAR, TAR, 7z (7-zip) GZIP (GZ), BZIP (BZ2), and TAR.GZ files","ZIP Extractor is a free app for opening ZIP, RAR, and 7z files on your computer and Google Drive. 

* You can preview and download individual files inside the ZIP file without having to extract the whole ZIP.

* ZIP Extractor supports opening password-protected files. 

* ZIP extractor can open ZIP, RAR, TAR, 7z (7-Zip), GZIP (GZ), BZIP (BZ2), and TAR.GZ files


How to use ZIP Extractor

1. To begin, select a ZIP file to open from Gmail, Google Drive, or your computer.

2. Once displayed, click on any individual file inside the ZIP to view or download it.

3. Press the ""Extract"" button to extract the selected files to Google Drive.

4. A new folder will be created in Google Drive for the unzipped files ending with ""(Unzipped Files)"".

5. After extraction, click View Files to go to the unzipped files in Google Drive.


How ZIP Extractor Works

* ZIP Extractor is a pure JavaScript web app. All extraction and decompression is done on your computer, directly in your web browser, and not on any server.

* ZIP Extractor can open password-protected ZIP files. The password is only used on your computer to open the ZIP file and is never sent over the network.

* ZIP Extractor supports the RAR and 7-ZIP (7z) file formats, including password-protected RAR and *.7z files.

* ZIP Extractor also supports TAR, GZIP, and BZIP files (*.tar, *.gz, and *.bz2 files).",ZIP Extractor,Yes
CamScanner iOS,825008013023.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
Adobe Scan,827597488311-llm5ajmlifs60vqtodrosu4kp9u6geno.apps.googleusercontent.com,Android,Others,1,Meta,,,,,,,,No
Editey,834369361793.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Quantum Experience,838223977469-5ahlnbe1ru09nda0c71rmfpgb03rp43t.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Duo Security Mobile App,848238537804-622a2du8i523h7u05h7itnfis695gafo.apps.googleusercontent.com,Android,Drive,1,,,,,,,,,Yes
Untitled project,848259856229-7g4ec11kkv8herj34ncqlr46o27rhh1q.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Slickdeals,848950106722-j5992464ii4e8jng8d8n6dlbajb1q3s1.apps.googleusercontent.com,Android,Others,1,Meta,,,,,,,,No
Zoom,849883241272-ed6lnodi1grnoomiuknqkq2rbvd2udku.apps.googleusercontent.com,Web Application,Calendar,9,,,,,,,,,Yes
Zoom,849883241272-q09d038e5fg93hei7c259g1s3e6mi6hn.apps.googleusercontent.com,Web Application,Calendar,1,,,,,,,,,Yes
Seeking Alpha,853676697728-j4qpq4pfialt14ibl9ppa3tk37m6kc9e.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Simplemenu,854614097072-g3jea4gn290525vrt1bl1upnn27627tb.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Meetup,855636443875-pmqkjkrj33pvp0t1ghecgp4f3l746856.apps.googleusercontent.com,Web Application,Others,3,Meta,,,,,,,,No
AutoForward,860491014564-5176gblvtevn8dtkcv8ptr43j7flmm53.apps.googleusercontent.com,Web Application,Gmail,1,,,,,,,,,Yes
Windows,862726500644-mba83qqf9kq69c5mk9u5h2dn4iocdspq.apps.googleusercontent.com,Web Application,"Gmail, Calendar, Contacts",1,,,,,,,,,Yes
Grafana Labs,866630123061-90gforkpe6r7lpljhdp246icb4h28rk3.apps.googleusercontent.com,Web Application,Others,5,Meta,,,,,,,,No
Niantic Wayfarer,867328026096-e1p5hbmra2s0g2psgqhhl7ldafla8qr9.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Promevo Reseller Transfer Form,868690478765-cr02mch7nuf9fafrfvtctu8hk0udf8vq.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
SqlData,878305762221-ofctf83dda15o6gpe6j779vqs9c3d997.apps.googleusercontent.com,Web Application,Apps Script Runtime,1,Apps Script,,,,,,,,No
iHeartRadio,884160514548-4917aophkpafpbgh8r1lndhc3f128ouf.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Seamless,890931348469-en8ht0kqub7imtqh09u18i2r4ivmbrp5.apps.googleusercontent.com,iOS,Others,7,Meta,,,,,,,,No
Seamless,890931348469-hlmrkj4fbvm5nbhehln260mdai93fste.apps.googleusercontent.com,Web Application,Others,126,Meta,,,,,,,,No
Seamless,890931348469-kst676e3nq5gai11pnc6fqqims0nkq1s.apps.googleusercontent.com,Android,Others,9,Meta,,,,,,,,No
DataCamp,892114885437-01a7plbsu1b2vobuhvnckmmanhb58h3a.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Amazon Alexa,894903566971-8t0rroj5kd45kb6j6uabci3umlulsi5g.apps.googleusercontent.com,Web Application,"Gmail, Calendar",2,,,,,,,,,Yes
ManualsLib,896757882380-pbcqd6f9ruv5q35rbc8c0ktv0lrl4s9r.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Uber,89939265457-enilmfbsacgcj2b7qq3sc7jc51u5b3ge.apps.googleusercontent.com,Web Application,Others,2,Meta,,,,,,,,No
LogiMgmtTest,901130796052-tjt5v4b20hknuk12jidvpfhak3g8k9vk.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
iHerb,90214605915-o0rel7j9lluv5knbi441k6d9kbkjdopq.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
lastminute.com,903643546156-r87kbv0dkc058d0afnqfvl4f6rtejqj2.apps.googleusercontent.com,Web Application,Others,2,Meta,,,,,,,,No
Logistics Management,905242003990-5um0ld18ego6kf3vbid48locr94dauo7.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
